Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6600","Country area","2019","2019","1000 ha","4154","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6600","Country area","2020","2020","1000 ha","4154","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6601","Land area","2019","2019","1000 ha","3367","I","Imputed value",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6601","Land area","2020","2020","1000 ha","3367","I","Imputed value",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6602","Agriculture","2019","2019","1000 ha","1816.8","I","Imputed value",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6602","Agriculture","2020","2020","1000 ha","1814.45","I","Imputed value",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6610","Agricultural land","2019","2019","1000 ha","1816.8","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","7209","Share in Land area","6610","Agricultural land","2019","2019","%","53.96","E","Estimated value",""
"RL","Land Use","528","Netherlands (Kingdom of the)","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","2019","2019","USD_PPP/ha","10007.64","E","Estimated value",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6610","Agricultural land","2020","2020","1000 ha","1814.45","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","7209","Share in Land area","6610","Agricultural land","2020","2020","%","53.89","E","Estimated value",""
"RL","Land Use","528","Netherlands (Kingdom of the)","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","2020","2020","USD_PPP/ha","10178.57","E","Estimated value",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6620","Cropland","2019","2019","1000 ha","1048.8","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","7208","Share in Agricultural land","6620","Cropland","2019","2019","%","57.73","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","7209","Share in Land area","6620","Cropland","2019","2019","%","31.15","E","Estimated value",""
"RL","Land Use","528","Netherlands (Kingdom of the)","7277","Area per capita","6620","Cropland","2019","2019","ha/cap","0.0604","E","Estimated value",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6620","Cropland","2020","2020","1000 ha","1042.04","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","7208","Share in Agricultural land","6620","Cropland","2020","2020","%","57.43","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","7209","Share in Land area","6620","Cropland","2020","2020","%","30.95","E","Estimated value",""
"RL","Land Use","528","Netherlands (Kingdom of the)","7277","Area per capita","6620","Cropland","2020","2020","ha/cap","0.0598","E","Estimated value",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6621","Arable land","2019","2019","1000 ha","1011.1","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","7208","Share in Agricultural land","6621","Arable land","2019","2019","%","55.65","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6621","Arable land","2020","2020","1000 ha","1004.83","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","7208","Share in Agricultural land","6621","Arable land","2020","2020","%","55.38","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6630","Temporary crops","2019","2019","1000 ha","787.2","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6630","Temporary crops","2020","2020","1000 ha","790.84","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6633","Temporary meadows and pastures","2019","2019","1000 ha","216","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","205.13","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6640","Temporary fallow","2019","2019","1000 ha","7.9","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","8.86","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6650","Permanent crops","2019","2019","1000 ha","37.7","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","7208","Share in Agricultural land","6650","Permanent crops","2019","2019","%","2.08","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6650","Permanent crops","2020","2020","1000 ha","37.21","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","7208","Share in Agricultural land","6650","Permanent crops","2020","2020","%","2.05","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6655","Permanent meadows and pastures","2019","2019","1000 ha","768","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2019","2019","%","42.27","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","7209","Share in Land area","6655","Permanent meadows and pastures","2019","2019","%","22.81","E","Estimated value",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","772.41","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2020","2020","%","42.57","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","7209","Share in Land area","6655","Permanent meadows and pastures","2020","2020","%","22.94","E","Estimated value",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6656","Perm. meadows & pastures - Cultivated","2019","2019","1000 ha","691","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6656","Perm. meadows & pastures - Cultivated","2020","2020","1000 ha","694.44","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2019","2019","1000 ha","77","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2020","2020","1000 ha","77.97","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6646","Forest land","2019","2019","1000 ha","368.57","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","72151","Carbon stock in living biomass","6646","Forest land","2019","2019","million t","12.0891","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","7209","Share in Land area","6646","Forest land","2019","2019","%","10.95","E","Estimated value",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6646","Forest land","2020","2020","1000 ha","369.5","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","72151","Carbon stock in living biomass","6646","Forest land","2020","2020","million t","12.2304","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","7209","Share in Land area","6646","Forest land","2020","2020","%","10.97","E","Estimated value",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6717","Naturally regenerating forest","2019","2019","1000 ha","38.32","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","7210","Share in Forest land","6717","Naturally regenerating forest","2019","2019","%","10.4","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6717","Naturally regenerating forest","2020","2020","1000 ha","37.92","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","7210","Share in Forest land","6717","Naturally regenerating forest","2020","2020","%","10.26","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6716","Planted Forest","2019","2019","1000 ha","330.25","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","7210","Share in Forest land","6716","Planted Forest","2019","2019","%","89.6","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6716","Planted Forest","2020","2020","1000 ha","331.58","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","7210","Share in Forest land","6716","Planted Forest","2020","2020","%","89.74","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6670","Other land","2019","2019","1000 ha","1181.63","I","Imputed value",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6670","Other land","2020","2020","1000 ha","1183.05","I","Imputed value",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6680","Inland waters","2019","2019","1000 ha","372","I","Imputed value",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6680","Inland waters","2020","2020","1000 ha","372","I","Imputed value",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6773","Coastal waters","2019","2019","1000 ha","415","I","Imputed value",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6773","Coastal waters","2020","2020","1000 ha","415","I","Imputed value",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6690","Land area equipped for irrigation","2019","2019","1000 ha","522","I","Imputed value",""
"RL","Land Use","528","Netherlands (Kingdom of the)","7252","Share in Cropland","6690","Land area equipped for irrigation","2019","2019","%","49.77","E","Estimated value",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6690","Land area equipped for irrigation","2020","2020","1000 ha","522","I","Imputed value",""
"RL","Land Use","528","Netherlands (Kingdom of the)","7252","Share in Cropland","6690","Land area equipped for irrigation","2020","2020","%","50.09","E","Estimated value",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6611","Agriculture area actually irrigated","2019","2019","1000 ha","296.9","X","Figure from international organizations",""
"RL","Land Use","528","Netherlands (Kingdom of the)","7208","Share in Agricultural land","6611","Agriculture area actually irrigated","2019","2019","%","16.34","E","Estimated value",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6671","Agriculture area under organic agric.","2019","2019","1000 ha","68.068","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2019","2019","%","3.75","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6671","Agriculture area under organic agric.","2020","2020","1000 ha","71.607","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2020","2020","%","3.95","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6672","Agriculture area certified organic","2019","2019","1000 ha","63.2","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6672","Agriculture area certified organic","2020","2020","1000 ha","66.962","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6668","Cropland area under organic agric.","2019","2019","1000 ha","28.131","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6668","Cropland area under organic agric.","2020","2020","1000 ha","30.067","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6669","Cropland area certified organic","2019","2019","1000 ha","24.92","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6669","Cropland area certified organic","2020","2020","1000 ha","27.233","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6681","Perm. meadows & pastures area under organic agric.","2019","2019","1000 ha","39.937","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6681","Perm. meadows & pastures area under organic agric.","2020","2020","1000 ha","41.541","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6682","Perm. meadows & pastures area certified organic","2019","2019","1000 ha","38.28","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6682","Perm. meadows & pastures area certified organic","2020","2020","1000 ha","39.73","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6774","Cropland area under protective cover","2019","2019","1000 ha","9.69","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6774","Cropland area under protective cover","2020","2020","1000 ha","10.08","A","Official figure",""
"RL","Land Use","620","Portugal","5110","Area","6600","Country area","2019","2019","1000 ha","9223","A","Official figure",""
"RL","Land Use","620","Portugal","5110","Area","6600","Country area","2020","2020","1000 ha","9223","A","Official figure",""
"RL","Land Use","620","Portugal","5110","Area","6601","Land area","2019","2019","1000 ha","9160.56","I","Imputed value",""
"RL","Land Use","620","Portugal","5110","Area","6601","Land area","2020","2020","1000 ha","9160.56","I","Imputed value",""
"RL","Land Use","620","Portugal","5110","Area","6602","Agriculture","2019","2019","1000 ha","5121.413","A","Official figure",""
"RL","Land Use","620","Portugal","5110","Area","6602","Agriculture","2020","2020","1000 ha","5121.413","A","Official figure",""
"RL","Land Use","620","Portugal","5110","Area","6610","Agricultural land","2019","2019","1000 ha","3950.5205","I","Imputed value",""
"RL","Land Use","620","Portugal","7209","Share in Land area","6610","Agricultural land","2019","2019","%","43.13","E","Estimated value",""
"RL","Land Use","620","Portugal","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","2019","2019","USD_PPP/ha","1754.76","E","Estimated value",""
"RL","Land Use","620","Portugal","5110","Area","6610","Agricultural land","2020","2020","1000 ha","3954.2556","I","Imputed value",""
"RL","Land Use","620","Portugal","7209","Share in Land area","6610","Agricultural land","2020","2020","%","43.17","E","Estimated value",""
"RL","Land Use","620","Portugal","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","2020","2020","USD_PPP/ha","1694.13","E","Estimated value",""
"RL","Land Use","620","Portugal","5110","Area","6620","Cropland","2019","2019","1000 ha","1859.7504","A","Official figure",""
"RL","Land Use","620","Portugal","7208","Share in Agricultural land","6620","Cropland","2019","2019","%","47.08","E","Estimated value",""
"RL","Land Use","620","Portugal","7209","Share in Land area","6620","Cropland","2019","2019","%","20.3","E","Estimated value",""
"RL","Land Use","620","Portugal","7277","Area per capita","6620","Cropland","2019","2019","ha/cap","0.1807","E","Estimated value",""
"RL","Land Use","620","Portugal","5110","Area","6620","Cropland","2020","2020","1000 ha","1840.9698","A","Official figure",""
"RL","Land Use","620","Portugal","7208","Share in Agricultural land","6620","Cropland","2020","2020","%","46.56","E","Estimated value",""
"RL","Land Use","620","Portugal","7209","Share in Land area","6620","Cropland","2020","2020","%","20.1","E","Estimated value",""
"RL","Land Use","620","Portugal","7277","Area per capita","6620","Cropland","2020","2020","ha/cap","0.1788","E","Estimated value",""
"RL","Land Use","620","Portugal","5110","Area","6621","Arable land","2019","2019","1000 ha","997.7627","A","Official figure",""
"RL","Land Use","620","Portugal","7208","Share in Agricultural land","6621","Arable land","2019","2019","%","25.26","E","Estimated value",""
"RL","Land Use","620","Portugal","5110","Area","6621","Arable land","2020","2020","1000 ha","972.9093","A","Official figure",""
"RL","Land Use","620","Portugal","7208","Share in Agricultural land","6621","Arable land","2020","2020","%","24.6","E","Estimated value",""
"RL","Land Use","620","Portugal","5110","Area","6630","Temporary crops","2019","2019","1000 ha","652.5348","A","Official figure",""
"RL","Land Use","620","Portugal","5110","Area","6630","Temporary crops","2020","2020","1000 ha","644.4324","A","Official figure",""
"RL","Land Use","620","Portugal","5110","Area","6633","Temporary meadows and pastures","2019","2019","1000 ha","120.8285","A","Official figure",""
"RL","Land Use","620","Portugal","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","104.0774","A","Official figure",""
"RL","Land Use","620","Portugal","5110","Area","6640","Temporary fallow","2019","2019","1000 ha","224.3994","A","Official figure",""
"RL","Land Use","620","Portugal","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","224.3994","A","Official figure",""
"RL","Land Use","620","Portugal","5110","Area","6650","Permanent crops","2019","2019","1000 ha","861.9877","A","Official figure",""
"RL","Land Use","620","Portugal","7208","Share in Agricultural land","6650","Permanent crops","2019","2019","%","21.82","E","Estimated value",""
"RL","Land Use","620","Portugal","5110","Area","6650","Permanent crops","2020","2020","1000 ha","868.0605","A","Official figure",""
"RL","Land Use","620","Portugal","7208","Share in Agricultural land","6650","Permanent crops","2020","2020","%","21.95","E","Estimated value",""
"RL","Land Use","620","Portugal","5110","Area","6655","Permanent meadows and pastures","2019","2019","1000 ha","2090.7701","A","Official figure",""
"RL","Land Use","620","Portugal","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2019","2019","%","52.92","E","Estimated value",""
"RL","Land Use","620","Portugal","7209","Share in Land area","6655","Permanent meadows and pastures","2019","2019","%","22.82","E","Estimated value",""
"RL","Land Use","620","Portugal","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","2113.2858","A","Official figure",""
"RL","Land Use","620","Portugal","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2020","2020","%","53.44","E","Estimated value",""
"RL","Land Use","620","Portugal","7209","Share in Land area","6655","Permanent meadows and pastures","2020","2020","%","23.07","E","Estimated value",""
"RL","Land Use","620","Portugal","5110","Area","6656","Perm. meadows & pastures - Cultivated","2019","2019","1000 ha","571.8535","I","Imputed value",""
"RL","Land Use","620","Portugal","5110","Area","6656","Perm. meadows & pastures - Cultivated","2020","2020","1000 ha","578.0119","I","Imputed value",""
"RL","Land Use","620","Portugal","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2019","2019","1000 ha","1518.9166","I","Imputed value",""
"RL","Land Use","620","Portugal","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2020","2020","1000 ha","1535.2739","I","Imputed value",""
"RL","Land Use","620","Portugal","5110","Area","6646","Forest land","2019","2019","1000 ha","3312","A","Official figure",""
"RL","Land Use","620","Portugal","72151","Carbon stock in living biomass","6646","Forest land","2019","2019","million t","87.3374","I","Imputed value",""
"RL","Land Use","620","Portugal","7209","Share in Land area","6646","Forest land","2019","2019","%","36.15","E","Estimated value",""
"RL","Land Use","620","Portugal","5110","Area","6646","Forest land","2020","2020","1000 ha","3312","A","Official figure",""
"RL","Land Use","620","Portugal","72151","Carbon stock in living biomass","6646","Forest land","2020","2020","million t","87.3374","I","Imputed value",""
"RL","Land Use","620","Portugal","7209","Share in Land area","6646","Forest land","2020","2020","%","36.15","E","Estimated value",""
"RL","Land Use","620","Portugal","5110","Area","6717","Naturally regenerating forest","2019","2019","1000 ha","1056","A","Official figure",""
"RL","Land Use","620","Portugal","7210","Share in Forest land","6717","Naturally regenerating forest","2019","2019","%","31.88","A","Official figure",""
"RL","Land Use","620","Portugal","5110","Area","6717","Naturally regenerating forest","2020","2020","1000 ha","1056","A","Official figure",""
"RL","Land Use","620","Portugal","7210","Share in Forest land","6717","Naturally regenerating forest","2020","2020","%","31.88","A","Official figure",""
"RL","Land Use","620","Portugal","5110","Area","6716","Planted Forest","2019","2019","1000 ha","2256","A","Official figure",""
"RL","Land Use","620","Portugal","7210","Share in Forest land","6716","Planted Forest","2019","2019","%","68.12","A","Official figure",""
"RL","Land Use","620","Portugal","5110","Area","6716","Planted Forest","2020","2020","1000 ha","2256","A","Official figure",""
"RL","Land Use","620","Portugal","7210","Share in Forest land","6716","Planted Forest","2020","2020","%","68.12","A","Official figure",""
"RL","Land Use","620","Portugal","5110","Area","6670","Other land","2019","2019","1000 ha","654.587","I","Imputed value",""
"RL","Land Use","620","Portugal","5110","Area","6670","Other land","2020","2020","1000 ha","654.587","I","Imputed value",""
"RL","Land Use","620","Portugal","5110","Area","6643","Exclusive Economic Zone (EEZ)","2019","2019","1000 ha","166046","A","Official figure",""
"RL","Land Use","620","Portugal","5110","Area","6643","Exclusive Economic Zone (EEZ)","2020","2020","1000 ha","166046","A","Official figure",""
"RL","Land Use","620","Portugal","5110","Area","6690","Land area equipped for irrigation","2019","2019","1000 ha","567","I","Imputed value",""
"RL","Land Use","620","Portugal","7252","Share in Cropland","6690","Land area equipped for irrigation","2019","2019","%","30.49","E","Estimated value",""
"RL","Land Use","620","Portugal","5110","Area","6690","Land area equipped for irrigation","2020","2020","1000 ha","567","I","Imputed value",""
"RL","Land Use","620","Portugal","7252","Share in Cropland","6690","Land area equipped for irrigation","2020","2020","%","30.8","E","Estimated value",""
"RL","Land Use","620","Portugal","5110","Area","6611","Agriculture area actually irrigated","2019","2019","1000 ha","566.2304","A","Official figure",""
"RL","Land Use","620","Portugal","7208","Share in Agricultural land","6611","Agriculture area actually irrigated","2019","2019","%","14.33","E","Estimated value",""
"RL","Land Use","620","Portugal","5110","Area","6694","Cropland area actually irrigated","2019","2019","1000 ha","516.7052","A","Official figure",""
"RL","Land Use","620","Portugal","5110","Area","6657","Perm. meadows & pastures area actually irrig.","2019","2019","1000 ha","49.5252","A","Official figure",""
"RL","Land Use","620","Portugal","5110","Area","6671","Agriculture area under organic agric.","2019","2019","1000 ha","211.393","A","Official figure",""
"RL","Land Use","620","Portugal","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2019","2019","%","5.35","E","Estimated value",""
"RL","Land Use","620","Portugal","5110","Area","6671","Agriculture area under organic agric.","2020","2020","1000 ha","319.54","A","Official figure",""
"RL","Land Use","620","Portugal","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2020","2020","%","8.08","E","Estimated value",""
"RL","Land Use","620","Portugal","5110","Area","6672","Agriculture area certified organic","2019","2019","1000 ha","202.3289","A","Official figure",""
"RL","Land Use","620","Portugal","5110","Area","6672","Agriculture area certified organic","2020","2020","1000 ha","269.354","A","Official figure",""
"RL","Land Use","620","Portugal","5110","Area","6668","Cropland area under organic agric.","2019","2019","1000 ha","66.2934","A","Official figure",""
"RL","Land Use","620","Portugal","5110","Area","6668","Cropland area under organic agric.","2020","2020","1000 ha","123.038","A","Official figure",""
"RL","Land Use","620","Portugal","5110","Area","6669","Cropland area certified organic","2019","2019","1000 ha","63.7655","A","Official figure",""
"RL","Land Use","620","Portugal","5110","Area","6669","Cropland area certified organic","2020","2020","1000 ha","102.361","A","Official figure",""
"RL","Land Use","620","Portugal","5110","Area","6681","Perm. meadows & pastures area under organic agric.","2019","2019","1000 ha","145.0996","A","Official figure",""
"RL","Land Use","620","Portugal","5110","Area","6681","Perm. meadows & pastures area under organic agric.","2020","2020","1000 ha","196.502","A","Official figure",""
"RL","Land Use","620","Portugal","5110","Area","6682","Perm. meadows & pastures area certified organic","2019","2019","1000 ha","138.5634","A","Official figure",""
"RL","Land Use","620","Portugal","5110","Area","6682","Perm. meadows & pastures area certified organic","2020","2020","1000 ha","166.993","A","Official figure",""
"RL","Land Use","620","Portugal","5110","Area","6664","Cropland area under conventional tillage","2019","2019","1000 ha","321.9274","A","Official figure",""
"RL","Land Use","620","Portugal","5110","Area","6665","Cropland area under conservation tillage","2019","2019","1000 ha","394.7043","A","Official figure",""
"RL","Land Use","620","Portugal","5110","Area","6666","Cropland area under zero or no tillage","2019","2019","1000 ha","16.3552","A","Official figure",""
"RL","Land Use","620","Portugal","5110","Area","6762","Land used for aquaculture","2019","2019","1000 ha","0.24","A","Official figure",""
"RL","Land Use","620","Portugal","5110","Area","6767","Inland waters used for aquac. or holding facilities","2019","2019","1000 ha","1.527","A","Official figure",""
"RL","Land Use","620","Portugal","5110","Area","6641","Coastal waters used for aquac. or holding facilities","2019","2019","1000 ha","3.31","A","Official figure",""
"RL","Land Use","642","Romania","5110","Area","6600","Country area","2019","2019","1000 ha","23840","A","Official figure",""
"RL","Land Use","642","Romania","5110","Area","6600","Country area","2020","2020","1000 ha","23840","A","Official figure",""
"RL","Land Use","642","Romania","5110","Area","6601","Land area","2019","2019","1000 ha","23008","A","Official figure",""
"RL","Land Use","642","Romania","5110","Area","6601","Land area","2020","2020","1000 ha","23008","A","Official figure",""
"RL","Land Use","642","Romania","5110","Area","6602","Agriculture","2019","2019","1000 ha","13826","I","Imputed value",""
"RL","Land Use","642","Romania","5110","Area","6602","Agriculture","2020","2020","1000 ha","13049","I","Imputed value",""
"RL","Land Use","642","Romania","5110","Area","6610","Agricultural land","2019","2019","1000 ha","13826","A","Official figure",""
"RL","Land Use","642","Romania","7209","Share in Land area","6610","Agricultural land","2019","2019","%","60.09","A","Official figure",""
"RL","Land Use","642","Romania","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","2019","2019","USD_PPP/ha","1187.6","E","Estimated value",""
"RL","Land Use","642","Romania","5110","Area","6610","Agricultural land","2020","2020","1000 ha","13049","A","Official figure",""
"RL","Land Use","642","Romania","7209","Share in Land area","6610","Agricultural land","2020","2020","%","56.72","A","Official figure",""
"RL","Land Use","642","Romania","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","2020","2020","USD_PPP/ha","972.01","E","Estimated value",""
"RL","Land Use","642","Romania","5110","Area","6620","Cropland","2019","2019","1000 ha","9378","A","Official figure",""
"RL","Land Use","642","Romania","7208","Share in Agricultural land","6620","Cropland","2019","2019","%","67.83","A","Official figure",""
"RL","Land Use","642","Romania","7209","Share in Land area","6620","Cropland","2019","2019","%","40.76","A","Official figure",""
"RL","Land Use","642","Romania","7277","Area per capita","6620","Cropland","2019","2019","ha/cap","0.4803","E","Estimated value",""
"RL","Land Use","642","Romania","5110","Area","6620","Cropland","2020","2020","1000 ha","8886","A","Official figure",""
"RL","Land Use","642","Romania","7208","Share in Agricultural land","6620","Cropland","2020","2020","%","68.1","A","Official figure",""
"RL","Land Use","642","Romania","7209","Share in Land area","6620","Cropland","2020","2020","%","38.62","A","Official figure",""
"RL","Land Use","642","Romania","7277","Area per capita","6620","Cropland","2020","2020","ha/cap","0.4571","E","Estimated value",""
"RL","Land Use","642","Romania","5110","Area","6621","Arable land","2019","2019","1000 ha","8966","A","Official figure",""
"RL","Land Use","642","Romania","7208","Share in Agricultural land","6621","Arable land","2019","2019","%","64.85","A","Official figure",""
"RL","Land Use","642","Romania","5110","Area","6621","Arable land","2020","2020","1000 ha","8483","A","Official figure",""
"RL","Land Use","642","Romania","7208","Share in Agricultural land","6621","Arable land","2020","2020","%","65.01","A","Official figure",""
"RL","Land Use","642","Romania","5110","Area","6630","Temporary crops","2019","2019","1000 ha","7836","A","Official figure",""
"RL","Land Use","642","Romania","5110","Area","6630","Temporary crops","2020","2020","1000 ha","7377","A","Official figure",""
"RL","Land Use","642","Romania","5110","Area","6633","Temporary meadows and pastures","2019","2019","1000 ha","901","A","Official figure",""
"RL","Land Use","642","Romania","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","887","A","Official figure",""
"RL","Land Use","642","Romania","5110","Area","6640","Temporary fallow","2019","2019","1000 ha","229","A","Official figure",""
"RL","Land Use","642","Romania","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","219","A","Official figure",""
"RL","Land Use","642","Romania","5110","Area","6650","Permanent crops","2019","2019","1000 ha","412","A","Official figure",""
"RL","Land Use","642","Romania","7208","Share in Agricultural land","6650","Permanent crops","2019","2019","%","2.98","A","Official figure",""
"RL","Land Use","642","Romania","5110","Area","6650","Permanent crops","2020","2020","1000 ha","403","A","Official figure",""
"RL","Land Use","642","Romania","7208","Share in Agricultural land","6650","Permanent crops","2020","2020","%","3.09","A","Official figure",""
"RL","Land Use","642","Romania","5110","Area","6655","Permanent meadows and pastures","2019","2019","1000 ha","4448","A","Official figure",""
"RL","Land Use","642","Romania","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2019","2019","%","32.17","A","Official figure",""
"RL","Land Use","642","Romania","7209","Share in Land area","6655","Permanent meadows and pastures","2019","2019","%","19.33","A","Official figure",""
"RL","Land Use","642","Romania","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","4163","A","Official figure",""
"RL","Land Use","642","Romania","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2020","2020","%","31.9","A","Official figure",""
"RL","Land Use","642","Romania","7209","Share in Land area","6655","Permanent meadows and pastures","2020","2020","%","18.09","A","Official figure",""
